Czas	Masa[g]
2026-01-12 21:48:30.114208	36.000
2026-01-12 21:48:30.168940	34.000
2026-01-12 21:48:30.230519	59.000
2026-01-12 21:48:30.301545	24.000
2026-01-12 21:48:30.362672	44.000
2026-01-12 21:48:30.426371	37.000
2026-01-12 21:48:30.488663	12.000
2026-01-12 21:48:30.550097	11.000
2026-01-12 21:48:30.607462	24.000
2026-01-12 21:48:30.673324	51.000
2026-01-12 21:48:30.730017	65.000
2026-01-12 21:48:30.795133	49.000
2026-01-12 21:48:30.862125	33.000
2026-01-12 21:48:30.920982	64.000
2026-01-12 21:48:30.982494	48.000
2026-01-12 21:48:31.045671	17.000
2026-01-12 21:48:31.107145	38.000
2026-01-12 21:48:31.168282	31.000
2026-01-12 21:48:31.231071	42.000
2026-01-12 21:48:31.304591	84.000
2026-01-12 21:48:31.369840	85.000
2026-01-12 21:48:31.440059	77.000
2026-01-12 21:48:31.500124	71.000
2026-01-12 21:48:31.562071	24.000
2026-01-12 21:48:31.765199	63.000
2026-01-12 21:48:31.808328	78.000
2026-01-12 21:48:31.883194	31.000
2026-01-12 21:48:31.934965	78.000
2026-01-12 21:48:31.996476	33.000
2026-01-12 21:48:32.069056	17.000
2026-01-12 21:48:32.121151	24.000
2026-01-12 21:48:32.183210	22.000
2026-01-12 21:48:32.255331	1.000
2026-01-12 21:48:32.315474	3.000
2026-01-12 21:48:32.377731	39.000
2026-01-12 21:48:32.439507	24.000
2026-01-12 21:48:32.502494	62.000
2026-01-12 21:48:32.564775	62.000
2026-01-12 21:48:32.627448	38.000
2026-01-12 21:48:32.689638	48.000
2026-01-12 21:48:32.752455	78.000
2026-01-12 21:48:32.812075	1.000
2026-01-12 21:48:32.870990	57.000
2026-01-12 21:48:32.966786	18.000
2026-01-12 21:48:32.998167	82.000
2026-01-12 21:48:33.059288	86.000
2026-01-12 21:48:33.119534	82.000
2026-01-12 21:48:33.190395	90.000
2026-01-12 21:48:33.252920	9.000
2026-01-12 21:48:33.315140	28.000
2026-01-12 21:48:33.377884	95.000
2026-01-12 21:48:33.439953	88.000
2026-01-12 21:48:33.501914	77.000
2026-01-12 21:48:33.561794	67.000
2026-01-12 21:48:33.623114	89.000
2026-01-12 21:48:33.683944	14.000
2026-01-12 21:48:33.745291	93.000
2026-01-12 21:48:33.808417	46.000
2026-01-12 21:48:33.872431	86.000
2026-01-12 21:48:33.940313	10.000
2026-01-12 21:48:34.000847	74.000
2026-01-12 21:48:34.060397	80.000
2026-01-12 21:48:34.121535	41.000
2026-01-12 21:48:34.189829	42.000
2026-01-12 21:48:34.245474	56.000
2026-01-12 21:48:34.314711	65.000
2026-01-12 21:48:34.375596	4.000
2026-01-12 21:48:34.437134	5.000
2026-01-12 21:48:34.497934	16.000
2026-01-12 21:48:34.558352	28.000
2026-01-12 21:48:34.619608	7.000
2026-01-12 21:48:34.691776	19.000
2026-01-12 21:48:34.754335	80.000
2026-01-12 21:48:34.812624	7.000
2026-01-12 21:48:34.872411	12.000
