Czas	Masa[g]
2026-01-12 21:15:49.721021	66.000
2026-01-12 21:15:49.772330	8.000
2026-01-12 21:15:49.832434	35.000
2026-01-12 21:15:49.894497	48.000
2026-01-12 21:15:49.956487	98.000
2026-01-12 21:15:50.019097	66.000
2026-01-12 21:15:50.081080	37.000
2026-01-12 21:15:50.142905	52.000
2026-01-12 21:15:50.205783	52.000
2026-01-12 21:15:50.267338	34.000
2026-01-12 21:15:50.329673	77.000
2026-01-12 21:15:50.396928	50.000
2026-01-12 21:15:50.457673	54.000
2026-01-12 21:15:50.528146	31.000
2026-01-12 21:15:50.578199	27.000
2026-01-12 21:15:50.650269	48.000
2026-01-12 21:15:50.704910	70.000
2026-01-12 21:15:50.772649	83.000
2026-01-12 21:15:50.833884	13.000
2026-01-12 21:15:50.896519	26.000
2026-01-12 21:15:50.957943	73.000
2026-01-12 21:15:51.020338	64.000
2026-01-12 21:15:51.083165	65.000
2026-01-12 21:15:51.144620	44.000
2026-01-12 21:15:51.207209	12.000
2026-01-12 21:15:51.268849	31.000
2026-01-12 21:15:51.331280	85.000
2026-01-12 21:15:51.392517	86.000
2026-01-12 21:15:51.454983	6.000
2026-01-12 21:15:51.524782	5.000
2026-01-12 21:15:51.586223	23.000
2026-01-12 21:15:51.646128	55.000
2026-01-12 21:15:51.708277	19.000
2026-01-12 21:15:51.770519	83.000
2026-01-12 21:15:51.833756	74.000
2026-01-12 21:15:51.896198	57.000
2026-01-12 21:15:51.957869	96.000
2026-01-12 21:15:52.019697	40.000
2026-01-12 21:15:52.081595	14.000
2026-01-12 21:15:52.143065	57.000
2026-01-12 21:15:52.206017	44.000
2026-01-12 21:15:52.268743	76.000
2026-01-12 21:15:52.516400	81.000
