Czas[s]	Masa[g]
0.000	0.050
0.045	0.050
0.142	0.050
0.226	0.050
0.325	0.050
0.410	0.050
0.494	0.050
0.590	0.050
0.676	0.050
0.782	0.050
0.860	0.050
0.959	0.050
1.046	0.050
1.127	0.050
1.227	0.050
1.310	0.050
1.394	0.050
1.494	0.050
1.577	0.050
1.678	0.050
1.761	0.050
1.849	0.050
1.943	0.050
2.028	0.050
2.127	0.050
2.211	0.050
2.309	0.050
2.395	0.050
2.479	0.050
2.579	0.050
2.663	0.050
2.746	0.050
2.845	0.050
2.929	0.050
3.146	0.050
3.157	0.050
3.202	0.050
3.295	0.050
3.380	0.050
3.486	0.050
3.566	0.050
3.647	0.050
3.748	0.050
3.847	0.050
3.930	0.050
4.013	0.050
4.097	0.050
4.197	0.050
4.280	0.050
4.380	0.050
4.464	0.050
4.547	0.050
4.649	0.050
4.741	0.050
4.832	0.050
4.913	0.050
4.998	0.050
5.099	0.050
5.188	0.050
5.282	0.050
5.363	0.050
5.447	0.050
5.546	0.050
5.630	0.050
5.732	0.050
5.815	0.050
5.899	0.050
5.999	0.050
6.121	0.050
6.170	0.050
6.267	0.050
6.362	0.050
6.450	0.050
6.533	0.050
6.629	0.050
6.713	0.050
6.802	0.050
6.894	0.050
6.982	0.050
7.069	0.050
7.166	0.050
7.250	0.050
7.350	0.050
7.434	0.050
7.533	0.050
7.617	0.050
7.699	0.050
7.798	0.050
7.885	0.050
