Czas[s]	Masa[g]
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	214.050
.3f	234.150
.3f	254.600
.3f	249.950
.3f	238.350
.3f	233.650
.3f	204.150
.3f	168.500
.3f	153.950
.3f	158.800
.3f	161.650
.3f	139.850
.3f	129.900
.3f	155.250
.3f	177.700
.3f	170.200
.3f	145.650
.3f	115.550
.3f	93.450
.3f	83.950
.3f	99.000
.3f	119.600
.3f	106.500
.3f	91.350
.3f	97.350
.3f	93.950
.3f	83.050
.3f	85.450
.3f	91.250
.3f	94.250
.3f	94.450
.3f	92.900
.3f	103.100
.3f	108.350
.3f	95.400
.3f	82.300
.3f	88.200
.3f	99.750
.3f	89.400
.3f	81.500
.3f	85.000
.3f	82.050
.3f	75.200
.3f	69.700
.3f	68.700
.3f	71.750
.3f	73.450
.3f	74.600
.3f	79.250
.3f	87.700
.3f	95.850
.3f	100.750
.3f	101.650
.3f	100.100
.3f	100.200
.3f	97.800
.3f	95.950
.3f	94.500
.3f	88.050
.3f	87.650
.3f	92.850
.3f	96.000
.3f	100.900
.3f	107.100
.3f	113.500
.3f	120.150
.3f	123.450
.3f	124.800
.3f	130.900
.3f	133.600
.3f	138.750
.3f	145.250
.3f	139.450
.3f	134.300
.3f	132.150
.3f	134.150
.3f	128.550
.3f	118.600
.3f	121.400
.3f	117.200
.3f	106.200
.3f	97.150
.3f	87.800
.3f	81.700
.3f	81.400
.3f	87.750
.3f	98.450
.3f	108.800
.3f	112.950
.3f	118.450
.3f	132.300
.3f	138.650
.3f	125.950
.3f	113.350
.3f	117.700
.3f	123.150
.3f	115.800
.3f	105.150
.3f	99.900
.3f	96.900
.3f	96.000
.3f	105.350
.3f	117.850
.3f	121.300
.3f	122.950
.3f	132.700
.3f	132.050
.3f	115.500
.3f	106.000
.3f	104.650
.3f	106.150
.3f	103.550
.3f	94.950
.3f	96.200
.3f	107.850
.3f	113.400
.3f	109.400
.3f	104.350
.3f	98.400
.3f	97.750
.3f	116.200
.3f	134.100
.3f	136.400
.3f	139.600
.3f	150.950
.3f	156.950
.3f	142.650
.3f	130.750
.3f	143.100
.3f	153.800
.3f	153.800
.3f	142.600
.3f	131.950
.3f	135.850
.3f	132.650
.3f	125.000
.3f	126.100
.3f	126.550
.3f	120.750
.3f	112.250
.3f	99.750
.3f	90.100
.3f	92.350
.3f	106.250
.3f	128.550
.3f	138.000
.3f	130.750
.3f	128.350
.3f	129.150
.3f	124.150
.3f	118.050
.3f	121.900
.3f	146.100
.3f	174.200
.3f	181.800
.3f	176.050
.3f	168.300
.3f	160.550
.3f	152.850
.3f	152.650
.3f	164.750
.3f	177.000
.3f	166.500
.3f	148.000
.3f	143.950
.3f	142.050
.3f	134.250
.3f	132.400
.3f	144.000
.3f	165.350
.3f	179.450
.3f	175.900
.3f	166.200
.3f	158.800
.3f	157.050
.3f	151.850
.3f	143.100
.3f	143.650
.3f	152.200
.3f	152.900
.3f	145.000
.3f	141.550
.3f	154.600
.3f	183.450
.3f	201.900
.3f	197.750
.3f	187.800
.3f	182.350
.3f	179.650
.3f	177.850
.3f	175.400
.3f	174.100
.3f	178.250
.3f	188.300
.3f	195.350
.3f	199.350
.3f	206.150
.3f	211.100
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
