Czas[s]	Masa[g]
0.000	0.050
0.062	0.050
0.145	0.050
0.243	0.050
0.328	0.050
0.424	0.050
0.529	0.050
0.611	0.050
0.695	0.050
0.778	0.050
0.876	0.050
0.963	0.050
1.059	0.050
1.145	0.050
1.228	0.050
1.329	0.050
1.412	0.050
1.512	0.050
1.594	0.050
1.680	0.050
1.778	0.050
1.863	0.050
1.962	0.050
2.047	0.050
2.129	0.050
2.229	0.050
2.313	0.050
2.398	0.050
2.494	0.050
2.581	0.050
2.675	0.050
2.764	0.050
2.861	0.050
2.948	0.050
3.166	0.050
3.181	0.050
3.221	0.050
3.319	0.050
3.398	0.050
3.488	0.050
3.581	0.050
3.666	0.050
3.749	0.050
3.847	0.050
3.942	0.050
4.032	0.050
4.115	0.050
4.214	0.050
4.298	0.050
4.381	0.050
4.481	0.050
4.566	0.050
4.663	0.050
4.750	0.050
4.838	0.050
4.931	0.050
5.015	0.050
5.099	0.050
5.198	0.050
5.284	0.050
5.382	0.050
5.472	0.050
5.550	0.050
5.648	0.050
5.734	0.050
5.833	0.050
5.916	0.050
6.000	0.050
6.139	0.050
6.189	0.050
6.283	0.050
6.367	0.050
6.450	0.050
6.551	0.050
6.635	0.050
6.733	0.050
6.818	0.050
6.915	0.050
7.001	0.050
7.084	0.050
7.184	0.050
7.269	0.050
7.360	0.050
7.452	0.050
7.536	0.050
7.634	0.050
7.719	0.050
7.801	0.050
7.899	0.050
7.985	0.050
8.085	0.050
8.169	0.050
8.252	0.050
8.353	0.050
8.436	0.050
8.535	0.050
8.620	0.050
8.710	0.050
8.802	0.050
8.886	0.050
8.986	0.050
9.114	0.050
9.157	0.050
9.253	0.050
9.337	0.050
9.438	0.050
9.520	0.050
9.603	0.050
9.703	0.050
9.787	0.050
9.885	0.050
9.969	0.050
10.054	0.050
10.153	0.050
10.238	0.050
10.336	0.050
10.421	0.050
10.504	0.050
10.604	0.050
10.688	0.050
10.781	0.050
10.872	0.050
10.955	0.050
11.054	0.050
11.139	0.050
11.238	0.050
11.328	0.050
11.406	0.050
11.505	0.050
11.590	0.050
11.687	0.050
11.773	0.050
11.855	0.050
11.955	0.050
12.039	0.050
12.138	0.050
12.224	0.050
12.307	0.050
12.404	0.050
12.489	0.050
12.590	0.050
12.674	0.050
12.757	0.050
12.845	0.050
12.947	0.050
13.039	0.050
13.124	0.050
13.207	0.050
13.306	0.050
13.386	0.050
13.490	0.050
13.574	0.050
13.657	0.050
13.759	0.050
13.840	0.050
13.941	0.050
14.031	0.050
14.108	0.050
