Czas[s]	Masa[g]
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.200
.3f	212.200
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.200
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
.3f	212.150
