Czas[s]	Masa[g]
0.000	0.000
0.015	0.000
0.107	0.000
0.192	0.000
0.289	0.000
0.375	0.000
0.464	0.000
0.555	0.000
0.642	0.000
0.743	0.000
0.826	0.000
0.907	0.000
1.008	0.000
1.092	0.000
1.189	0.000
1.272	0.000
1.359	0.000
1.459	0.000
1.543	0.000
1.640	0.000
1.725	0.000
1.809	0.000
1.915	0.000
1.994	0.000
2.091	0.000
2.176	0.000
2.282	0.000
2.360	0.000
2.454	0.000
2.533	0.000
2.631	0.000
2.710	0.000
2.808	0.000
2.894	0.000
2.993	0.000
3.161	0.000
3.171	0.000
3.261	0.000
3.344	0.000
3.443	0.000
3.528	0.000
3.611	0.000
3.710	0.000
3.794	0.000
3.892	0.000
3.978	0.000
4.061	0.000
4.167	0.000
4.244	0.000
4.344	0.000
4.430	0.000
4.511	0.000
4.610	0.000
4.697	0.000
4.796	0.000
4.881	0.000
4.964	0.000
5.061	0.000
5.146	0.000
5.240	0.000
5.329	0.000
5.412	0.000
5.512	0.000
5.596	0.000
5.696	0.000
5.779	0.000
5.863	0.000
5.963	0.000
6.111	0.000
6.146	0.000
6.229	0.000
6.312	0.000
6.412	0.000
6.498	0.000
6.596	0.000
6.680	0.000
6.763	0.000
6.862	0.000
6.946	0.000
7.047	0.000
7.131	0.000
7.217	0.000
7.314	0.000
7.397	0.000
7.497	0.000
7.581	0.000
7.665	0.000
7.764	0.000
7.855	0.000
7.948	0.000
8.032	0.000
8.115	0.000
8.214	0.000
8.298	0.000
8.405	0.000
8.482	0.000
8.567	0.000
8.664	0.000
8.750	0.000
8.834	0.000
8.931	0.000
9.016	0.000
9.122	0.000
9.203	0.000
9.297	0.000
9.386	0.000
9.466	0.000
9.565	0.000
9.650	0.000
9.740	0.000
9.834	0.000
9.918	0.000
10.012	0.000
10.100	0.000
10.185	0.000
10.282	0.000
10.366	0.000
10.468	0.000
10.552	0.000
10.636	0.000
10.734	0.000
10.818	0.000
10.917	0.000
11.003	0.000
11.101	0.000
11.185	0.000
11.270	0.000
11.364	0.000
11.448	0.000
11.536	0.000
11.636	0.000
11.718	0.000
11.807	0.000
11.901	0.000
11.987	0.000
12.085	0.000
12.169	0.000
12.267	0.000
12.352	0.000
12.452	0.000
12.539	0.000
12.621	0.000
12.718	0.000
12.798	0.000
12.891	0.000
12.984	0.000
13.071	0.000
13.168	0.000
13.256	0.000
13.345	0.000
13.439	0.000
13.523	0.000
13.621	0.000
13.705	0.000
13.788	0.000
13.886	0.000
13.969	0.000
14.075	0.000
14.149	0.000
14.238	0.000
14.339	0.000
14.422	0.000
14.520	0.000
14.606	0.000
14.703	0.000
14.789	0.000
14.873	0.000
14.972	0.000
15.081	0.000
15.142	0.000
15.242	0.000
15.326	0.000
15.421	0.000
15.507	0.000
15.607	0.000
15.682	0.000
15.775	0.000
15.872	0.000
15.958	0.000
16.044	0.000
16.139	0.000
16.224	0.000
16.319	0.000
16.406	0.000
16.490	0.000
16.591	0.000
16.674	0.000
16.770	0.000
16.857	0.000
16.940	0.000
17.041	0.000
17.124	0.000
17.224	0.000
17.313	0.000
17.396	0.000
17.484	0.000
17.574	0.000
17.671	0.000
17.763	0.000
17.841	0.000
17.941	0.000
18.026	0.000
18.121	0.000
18.209	0.000
18.291	0.000
18.394	0.000
18.475	0.000
18.561	0.000
18.657	0.000
18.744	0.000
18.843	0.000
18.927	0.000
19.011	0.000
19.111	0.000
19.193	0.000
19.293	0.000
19.379	0.000
19.476	0.000
19.561	0.000
19.642	0.000
19.733	0.000
19.826	0.000
19.912	0.000
20.014	0.000
20.092	0.000
20.197	0.000
20.277	0.000
20.377	0.000
