Czas	Masa[g]
2026-01-12 21:19:49.445455	4.000
2026-01-12 21:19:49.501185	97.000
2026-01-12 21:19:49.570984	54.000
2026-01-12 21:19:49.630887	60.000
2026-01-12 21:19:49.691246	57.000
2026-01-12 21:19:49.751936	26.000
2026-01-12 21:19:49.819322	16.000
2026-01-12 21:19:49.880122	42.000
2026-01-12 21:19:49.941186	14.000
2026-01-12 21:19:50.001176	7.000
2026-01-12 21:19:50.071058	42.000
2026-01-12 21:19:50.127880	5.000
2026-01-12 21:19:50.195926	80.000
2026-01-12 21:19:50.253076	85.000
2026-01-12 21:19:50.313958	23.000
2026-01-12 21:19:50.377986	95.000
2026-01-12 21:19:50.447631	60.000
2026-01-12 21:19:50.510642	35.000
2026-01-12 21:19:50.570217	88.000
2026-01-12 21:19:50.632378	79.000
2026-01-12 21:19:50.693743	50.000
2026-01-12 21:19:50.766613	23.000
2026-01-12 21:19:50.839469	98.000
2026-01-12 21:19:50.891879	47.000
2026-01-12 21:19:50.954081	81.000
2026-01-12 21:19:51.016589	17.000
2026-01-12 21:19:51.088294	81.000
2026-01-12 21:19:51.149672	24.000
2026-01-12 21:19:51.211401	57.000
2026-01-12 21:19:51.273139	51.000
2026-01-12 21:19:51.335774	18.000
2026-01-12 21:19:51.396614	21.000
2026-01-12 21:19:51.457993	32.000
2026-01-12 21:19:51.520199	35.000
2026-01-12 21:19:51.582000	44.000
2026-01-12 21:19:51.644337	13.000
2026-01-12 21:19:51.706038	70.000
2026-01-12 21:19:51.767782	11.000
2026-01-12 21:19:51.837644	62.000
2026-01-12 21:19:51.898937	83.000
2026-01-12 21:19:51.960010	44.000
2026-01-12 21:19:52.021310	48.000
2026-01-12 21:19:52.079030	42.000
2026-01-12 21:19:52.151242	51.000
2026-01-12 21:19:52.213469	29.000
2026-01-12 21:19:52.332779	50.000
2026-01-12 21:19:52.337719	81.000
2026-01-12 21:19:52.397625	75.000
2026-01-12 21:19:52.460257	85.000
2026-01-12 21:19:52.522162	26.000
2026-01-12 21:19:52.583972	9.000
2026-01-12 21:19:52.645848	12.000
2026-01-12 21:19:52.707995	53.000
2026-01-12 21:19:52.771902	22.000
2026-01-12 21:19:52.829138	39.000
2026-01-12 21:19:52.901166	20.000
2026-01-12 21:19:52.962748	48.000
2026-01-12 21:19:53.024434	42.000
2026-01-12 21:19:53.085966	72.000
2026-01-12 21:19:53.146802	54.000
2026-01-12 21:19:53.207870	34.000
2026-01-12 21:19:53.270387	26.000
2026-01-12 21:19:53.332098	60.000
2026-01-12 21:19:53.393728	64.000
