Czas	Masa[g]
2026-01-12 21:44:58.883660	84.000
2026-01-12 21:44:58.920610	92.000
2026-01-12 21:44:58.982218	45.000
2026-01-12 21:44:59.053875	35.000
2026-01-12 21:44:59.105987	16.000
2026-01-12 21:44:59.169226	30.000
2026-01-12 21:44:59.231884	4.000
2026-01-12 21:44:59.294724	48.000
2026-01-12 21:44:59.356178	84.000
2026-01-12 21:44:59.416661	61.000
2026-01-12 21:44:59.480009	51.000
2026-01-12 21:44:59.541931	90.000
2026-01-12 21:44:59.606146	58.000
2026-01-12 21:44:59.666544	90.000
2026-01-12 21:44:59.728556	89.000
2026-01-12 21:44:59.791732	31.000
2026-01-12 21:44:59.858489	97.000
2026-01-12 21:44:59.920604	59.000
2026-01-12 21:44:59.985837	99.000
2026-01-12 21:45:00.047634	21.000
2026-01-12 21:45:00.104227	47.000
2026-01-12 21:45:00.171517	48.000
2026-01-12 21:45:00.233189	51.000
2026-01-12 21:45:00.295553	97.000
2026-01-12 21:45:00.358493	99.000
2026-01-12 21:45:00.420268	30.000
2026-01-12 21:45:00.731329	10.000
2026-01-12 21:45:00.737142	45.000
2026-01-12 21:45:00.799041	3.000
2026-01-12 21:45:00.861994	43.000
2026-01-12 21:45:00.923893	81.000
2026-01-12 21:45:00.986671	20.000
2026-01-12 21:45:01.048030	47.000
2026-01-12 21:45:01.111179	8.000
2026-01-12 21:45:01.173438	46.000
2026-01-12 21:45:01.236227	22.000
2026-01-12 21:45:01.298510	15.000
2026-01-12 21:45:01.360827	19.000
2026-01-12 21:45:01.423110	35.000
2026-01-12 21:45:01.484780	8.000
2026-01-12 21:45:01.547238	9.000
2026-01-12 21:45:01.609024	49.000
2026-01-12 21:45:01.670990	13.000
2026-01-12 21:45:01.804131	51.000
2026-01-12 21:45:01.811288	61.000
2026-01-12 21:45:01.868859	50.000
2026-01-12 21:45:01.931225	11.000
2026-01-12 21:45:02.004062	87.000
2026-01-12 21:45:02.066599	96.000
2026-01-12 21:45:02.118839	77.000
2026-01-12 21:45:02.191448	3.000
2026-01-12 21:45:02.253498	82.000
2026-01-12 21:45:02.315302	87.000
2026-01-12 21:45:02.377588	62.000
2026-01-12 21:45:02.439391	6.000
2026-01-12 21:45:02.501019	92.000
2026-01-12 21:45:02.563557	12.000
2026-01-12 21:45:02.625537	47.000
2026-01-12 21:45:02.687973	7.000
2026-01-12 21:45:02.752070	91.000
2026-01-12 21:45:02.812495	32.000
2026-01-12 21:45:02.875174	55.000
2026-01-12 21:45:02.934224	78.000
2026-01-12 21:45:02.994926	42.000
2026-01-12 21:45:03.056626	30.000
2026-01-12 21:45:03.119586	39.000
2026-01-12 21:45:03.190081	21.000
2026-01-12 21:45:03.251306	36.000
2026-01-12 21:45:03.313660	3.000
2026-01-12 21:45:03.375713	30.000
2026-01-12 21:45:03.437014	95.000
2026-01-12 21:45:03.499152	5.000
2026-01-12 21:45:03.560216	95.000
